kl,recons
2.229325294494629,24775.986328125
2.1216697692871094,24772.951171875
2.0438740253448486,24763.099609375
1.9397165775299072,24746.841796875
1.8991762399673462,24724.55078125
1.8308765888214111,24699.056640625
1.7646253108978271,24670.845703125
1.682318091392517,24640.95703125
1.610548496246338,24608.25390625
1.5253437757492065,24570.53515625
1.4326701164245605,24528.029296875
1.3748904466629028,24483.146484375
1.315769076347351,24431.69921875
1.2945483922958374,24382.119140625
1.251102328300476,24326.056640625
1.1939717531204224,24265.392578125
1.1801594495773315,24202.896484375
1.1878772974014282,24132.453125
1.2172720432281494,24062.220703125
1.2440499067306519,23990.2109375
1.2984858751296997,23911.650390625
1.3249564170837402,23832.876953125
1.3625472784042358,23759.326171875
1.4122164249420166,23677.66015625
1.462038278579712,23597.056640625
1.5657483339309692,23515.181640625
1.636498212814331,23427.037109375
1.6743701696395874,23343.599609375
1.7301424741744995,23261.275390625
1.8178420066833496,23174.166015625
1.8604528903961182,23082.654296875
1.973761796951294,22984.6875
2.038255453109741,22887.767578125
2.1459109783172607,22803.392578125
2.2269959449768066,22712.75390625
2.3306174278259277,22619.388671875
2.393592596054077,22532.08203125
2.4015016555786133,22448.826171875
2.4843313694000244,22335.748046875
2.555131435394287,22246.67578125
2.5893967151641846,22154.2890625
2.6171464920043945,22072.6328125
2.639475107192993,21986.18359375
2.6505887508392334,21891.94921875
2.7234532833099365,21812.689453125
2.7079367637634277,21711.103515625
2.7522568702697754,21638.859375
2.7618887424468994,21545.38671875
2.76592755317688,21455.4375
2.7367196083068848,21367.9296875
2.731854200363159,21279.35546875
2.7114553451538086,21201.337890625
2.662167549133301,21131.640625
2.6633834838867188,21042.640625
2.656895160675049,20957.638671875
2.6358320713043213,20866.935546875
2.621487855911255,20771.04296875
2.6415326595306396,20660.41796875
2.6603755950927734,20555.68359375
2.688758611679077,20459.234375
2.6887741088867188,20367.845703125
2.6563467979431152,20296.279296875
2.612961769104004,20205.49609375
2.6497013568878174,20110.388671875
2.6211042404174805,20059.89453125
2.667163610458374,19965.63671875
2.674194812774658,19902.51953125
2.7016358375549316,19844.556640625
2.6975808143615723,19773.576171875
2.728572368621826,19712.095703125
2.6948468685150146,19627.705078125
2.656402111053467,19538.111328125
2.663942813873291,19476.421875
2.620832681655884,19370.021484375
2.621626138687134,19294.892578125
2.624453067779541,19207.58203125
2.606595754623413,19097.056640625
2.553173303604126,18998.287109375
2.549407720565796,18895.4765625
2.504333734512329,18790.9921875
2.4866700172424316,18696.27734375
2.523955821990967,18600.931640625
2.5236966609954834,18578.236328125
2.525179147720337,18501.07421875
2.497579574584961,18434.4609375
2.4734952449798584,18306.544921875
2.4453766345977783,18181.6875
2.3963325023651123,18056.48046875
2.414588212966919,17961.29296875
2.4475483894348145,17869.634765625
2.451040744781494,17806.5234375
2.4693634510040283,17730.19921875
2.426912546157837,17616.091796875
2.427816867828369,17545.05078125
2.411580801010132,17499.236328125
2.377540349960327,17429.19140625
2.364372968673706,17322.4140625
2.3882455825805664,17267.013671875
2.394296169281006,17176.7109375
2.3900153636932373,17078.423828125
2.3125104904174805,16974.265625
2.3271238803863525,16919.025390625
2.3666796684265137,16785.30859375
2.4214725494384766,16691.828125
2.4812910556793213,16612.130859375
2.525963544845581,16502.7265625
2.5281803607940674,16429.087890625
2.4950103759765625,16375.9169921875
2.5074236392974854,16349.4404296875
2.4727888107299805,16233.35546875
2.4152181148529053,16117.8125
2.400952100753784,16022.26953125
2.4192004203796387,15944.3271484375
2.3874568939208984,15819.3056640625
2.3764171600341797,15762.0517578125
2.3987579345703125,15701.587890625
2.396580696105957,15634.9345703125
2.4137673377990723,15493.8125
2.4294121265411377,15364.1328125
2.4111406803131104,15302.2197265625
2.4037482738494873,15211.6533203125
2.437246799468994,15106.1572265625
2.429438352584839,15026.6875
2.412061929702759,14957.2373046875
2.463942766189575,14898.8330078125
2.4530186653137207,14767.35546875
2.442803382873535,14703.8125
2.4434051513671875,14535.8720703125
2.465367317199707,14468.8564453125
2.453680992126465,14393.064453125
2.38134503364563,14283.0439453125
2.4084250926971436,14299.9912109375
2.4166886806488037,14116.072265625
2.4084882736206055,13982.001953125
2.4136712551116943,13896.1337890625
2.4048960208892822,13861.4365234375
2.4373397827148438,13753.7685546875
2.447587013244629,13626.2255859375
2.4902875423431396,13583.310546875
2.4008474349975586,13538.775390625
2.3605451583862305,13440.83203125
2.3863511085510254,13386.056640625
2.380617141723633,13302.029296875
2.359013319015503,13201.107421875
2.32525372505188,13147.572265625
2.3428752422332764,13072.158203125
2.338407278060913,13004.2724609375
2.3156511783599854,12902.7333984375
2.300502300262451,12784.5419921875
2.2947893142700195,12687.025390625
2.2765467166900635,12620.73046875
2.30505633354187,12512.775390625
2.268754720687866,12444.8818359375
2.2471749782562256,12383.880859375
2.2722837924957275,12302.7998046875
2.2461466789245605,12218.376953125
2.2763514518737793,12139.509765625
2.321057081222534,12068.2919921875
2.2777533531188965,11985.2783203125
2.258683919906616,11872.615234375
2.2744994163513184,11805.6376953125
2.2847769260406494,11717.580078125
2.274299383163452,11594.5537109375
2.2726221084594727,11503.95703125
2.313934087753296,11461.8544921875
2.3121514320373535,11397.8671875
2.300809383392334,11311.5556640625
2.278446674346924,11196.982421875
2.313739538192749,11090.513671875
2.3097379207611084,11017.8271484375
2.285362482070923,10870.716796875
2.2956347465515137,10864.0625
2.34759521484375,10825.48046875
2.3341238498687744,10798.9248046875
2.2967090606689453,10748.3896484375
2.2345964908599854,10612.396484375
2.1994035243988037,10535.626953125
2.203319787979126,10525.9072265625
2.1850345134735107,10513.6533203125
2.2015810012817383,10468.646484375
2.185481071472168,10348.849609375
2.1473007202148438,10215.58203125
2.1854238510131836,10154.873046875
2.194908380508423,10095.962890625
2.2132339477539062,9955.5302734375
2.198611259460449,9892.0146484375
2.1711926460266113,9881.4912109375
2.1622726917266846,9833.375
2.1036832332611084,9712.341796875
2.111954689025879,9626.8642578125
2.106466054916382,9503.8857421875
2.117399215698242,9443.7412109375
2.1309988498687744,9404.80859375
2.118062973022461,9299.869140625
2.0622708797454834,9214.7646484375
2.0923516750335693,9157.783203125
2.1034767627716064,9100.193359375
2.072176456451416,8924.7333984375
2.0677971839904785,8965.77734375
2.085914134979248,8920.31640625
2.135265588760376,8840.1279296875
2.119536876678467,8719.294921875
2.1029419898986816,8704.8837890625
2.086087703704834,8640.380859375
2.131471872329712,8570.1484375
2.105712413787842,8574.9052734375
2.0850796699523926,8497.9287109375
2.1077914237976074,8557.728515625
2.1214139461517334,8482.2421875
2.1615641117095947,8379.365234375
2.115945339202881,8278.4775390625
2.1460514068603516,8289.4853515625
2.137528419494629,8221.8857421875
2.1413419246673584,8146.81201171875
2.131767511367798,8148.4267578125
2.0943307876586914,8044.0634765625
2.074204683303833,7963.6181640625
2.1026482582092285,7901.3388671875
2.114262580871582,7778.24365234375
2.0880980491638184,7727.19189453125
2.0917484760284424,7659.5224609375
2.0985212326049805,7590.0634765625
2.1116082668304443,7629.7177734375
2.114290714263916,7605.84228515625
2.0874509811401367,7603.08935546875
2.0674588680267334,7588.11865234375
2.1091971397399902,7543.59765625
2.1385951042175293,7512.330078125
2.108349561691284,7383.60009765625
2.112809896469116,7356.1982421875
2.1210527420043945,7318.68310546875
2.105553150177002,7277.7783203125
2.146906614303589,7235.73046875
2.1034436225891113,7216.8212890625
2.1398189067840576,7129.052734375
2.16290545463562,7106.98828125
2.1181886196136475,7036.9150390625
2.122479200363159,6961.58349609375
2.0698838233947754,6917.40673828125
2.0382962226867676,6869.88134765625
2.0123450756073,6827.32666015625
1.9638278484344482,6824.2587890625
1.999483346939087,6766.3271484375
1.987581729888916,6727.86572265625
1.9787561893463135,6695.24267578125
1.9657530784606934,6646.74169921875
1.954302430152893,6649.61083984375
1.9595320224761963,6617.0087890625
1.920635461807251,6519.60986328125
1.9217219352722168,6469.83447265625
1.9311983585357666,6370.3935546875
1.956414818763733,6326.748046875
1.9724384546279907,6305.6201171875
1.969845175743103,6314.11376953125
1.9810552597045898,6293.193359375
1.9724103212356567,6201.63623046875
1.988659381866455,6121.07666015625
1.9486111402511597,6050.2060546875
1.9506442546844482,6015.728515625
1.9381077289581299,6023.7216796875
1.9344459772109985,5958.9912109375
1.9456377029418945,5959.92529296875
1.9330391883850098,5925.50634765625
1.9624429941177368,5965.884765625
1.9971333742141724,5926.7900390625
2.0003912448883057,5883.14404296875
2.017551898956299,5865.19189453125
1.9840471744537354,5792.29296875
1.9881118535995483,5751.5537109375
1.997407078742981,5716.7431640625
1.9682332277297974,5707.31787109375
1.8864188194274902,5674.04345703125
1.882263422012329,5694.41796875
1.9135079383850098,5694.8037109375
1.9443260431289673,5596.47314453125
1.8863377571105957,5513.36669921875
1.8798096179962158,5409.32666015625
1.8670932054519653,5354.4873046875
1.8486199378967285,5283.09375
1.844297170639038,5249.08251953125
1.8392525911331177,5232.19873046875
1.831060528755188,5239.53857421875
1.8423985242843628,5212.34228515625
1.848814606666565,5210.455078125
1.7923492193222046,5204.08154296875
1.7679243087768555,5139.56298828125
1.8305870294570923,5065.125
1.8243913650512695,5056.30810546875
1.8700666427612305,5024.47216796875
1.8572661876678467,4953.2822265625
1.883820652961731,4900.02783203125
1.8257782459259033,4861.68701171875
1.7992913722991943,4863.19189453125
1.7806133031845093,4813.14794921875
1.8031103610992432,4765.08642578125
1.8151865005493164,4732.72412109375
1.8410520553588867,4722.6767578125
1.8586680889129639,4652.7685546875
1.8782949447631836,4564.05712890625
1.8760899305343628,4509.4990234375
1.8110123872756958,4426.265625
1.8198734521865845,4396.1865234375
1.8631172180175781,4352.57958984375
1.832585334777832,4332.5419921875
1.846541166305542,4351.0107421875
1.8515273332595825,4308.76416015625
1.8407660722732544,4302.79638671875
1.8193355798721313,4224.3701171875
1.7940328121185303,4191.8056640625
1.8586652278900146,4204.50341796875
1.8582773208618164,4143.5927734375
1.7939108610153198,4114.48388671875
1.7954157590866089,4036.366455078125
1.7742785215377808,4091.03564453125
1.7911186218261719,4078.685791015625
1.7487289905548096,4009.92138671875
1.778895616531372,3953.63134765625
1.7881319522857666,3996.01025390625
1.7334582805633545,3966.70947265625
1.7367656230926514,3959.571044921875
1.7057944536209106,3916.57470703125
1.7115784883499146,3871.03662109375
1.7104365825653076,3869.085693359375
1.7128627300262451,3816.13720703125
1.6971241235733032,3796.501708984375
