kl,recons
1.747576117515564,3778.27685546875
1.7439104318618774,3779.416015625
1.7505558729171753,3777.98779296875
1.7528140544891357,3753.682861328125
1.7764484882354736,3771.246337890625
1.73478102684021,3769.739013671875
1.7441606521606445,3727.3115234375
1.7534862756729126,3731.6259765625
1.7479077577590942,3782.99072265625
1.7094355821609497,3762.693115234375
1.7054916620254517,3747.846435546875
1.7156354188919067,3712.0947265625
1.6658798456192017,3713.56884765625
1.7399380207061768,3679.82177734375
1.7258100509643555,3670.96728515625
1.7256525754928589,3626.512939453125
1.7104228734970093,3615.380126953125
1.7183393239974976,3539.50341796875
1.7269670963287354,3500.81787109375
1.7353366613388062,3578.117919921875
1.7418757677078247,3580.135009765625
1.776732325553894,3591.497802734375
1.78707754611969,3578.03564453125
1.7251025438308716,3572.789794921875
1.7274419069290161,3538.480224609375
1.7544113397598267,3541.106201171875
1.7754732370376587,3499.4443359375
1.747014045715332,3472.188232421875
1.7435344457626343,3418.701416015625
1.7568244934082031,3424.273681640625
1.7735798358917236,3443.685302734375
1.7490227222442627,3489.43994140625
1.76744544506073,3428.792236328125
1.7620036602020264,3377.566162109375
1.7885218858718872,3290.857421875
1.8048983812332153,3284.995361328125
1.7903999090194702,3290.284912109375
1.7696938514709473,3216.21142578125
1.8057993650436401,3238.057373046875
1.7870043516159058,3220.263916015625
1.7708690166473389,3151.057373046875
1.7956461906433105,3147.296875
1.776026964187622,3143.347900390625
1.790825366973877,3147.501953125
1.7983288764953613,3091.7666015625
1.7849578857421875,3131.60009765625
1.777824878692627,3120.172119140625
1.76918363571167,3126.78955078125
1.8287816047668457,3116.659912109375
1.7575271129608154,3090.935302734375
1.7707852125167847,3082.507080078125
1.7446770668029785,3087.918701171875
1.6923359632492065,3052.106689453125
1.697605848312378,2975.900634765625
1.6817656755447388,2968.904052734375
1.6964802742004395,2999.2158203125
1.735098123550415,2972.643310546875
1.7677208185195923,2979.72900390625
1.7357518672943115,2931.802734375
1.7443581819534302,2955.65185546875
1.7309112548828125,2929.16455078125
1.68453848361969,2881.394287109375
1.6705296039581299,2872.87548828125
1.6499370336532593,2839.86572265625
1.6465046405792236,2784.5634765625
1.6629667282104492,2763.05126953125
1.6894278526306152,2772.851806640625
1.6650772094726562,2741.40283203125
1.682526707649231,2754.613525390625
1.6757136583328247,2720.71240234375
1.6792521476745605,2705.926513671875
1.657805323600769,2661.59912109375
1.6740020513534546,2658.05517578125
1.6843513250350952,2607.66650390625
1.7151901721954346,2606.068115234375
1.7340565919876099,2607.304443359375
1.7207362651824951,2609.41552734375
1.7443886995315552,2557.777099609375
1.7494748830795288,2514.088134765625
1.7861803770065308,2490.492431640625
1.7525008916854858,2504.012451171875
1.6972098350524902,2484.30126953125
1.6836369037628174,2423.77490234375
1.6331292390823364,2374.480712890625
1.6095378398895264,2370.960693359375
1.5998059511184692,2375.495361328125
1.6348737478256226,2356.670166015625
1.6496963500976562,2366.994140625
1.6413094997406006,2352.891357421875
1.639399528503418,2334.206298828125
1.6751807928085327,2348.169677734375
1.6856893301010132,2328.37255859375
1.7289363145828247,2343.48974609375
1.7213935852050781,2325.0439453125
1.6775606870651245,2313.90087890625
1.6946314573287964,2309.22998046875
1.6963485479354858,2258.595703125
1.6684759855270386,2227.653076171875
1.687048077583313,2239.19482421875
1.7378922700881958,2225.393310546875
1.7110759019851685,2226.776611328125
1.6834280490875244,2212.166259765625
1.6930818557739258,2199.74853515625
1.6968133449554443,2199.160888671875
1.6964913606643677,2175.524658203125
1.750544786453247,2112.934326171875
1.7475875616073608,2088.8935546875
1.7998615503311157,2061.863525390625
1.8135299682617188,2070.105712890625
1.7995896339416504,2080.434326171875
1.8070412874221802,2066.688720703125
1.8186190128326416,2071.01904296875
1.751935601234436,2101.111328125
1.6794387102127075,2078.155029296875
1.6791216135025024,2067.020751953125
1.671653389930725,2051.646728515625
1.6605603694915771,2073.334228515625
1.6512901782989502,2082.8388671875
1.684975028038025,2098.9091796875
1.673896312713623,2079.45849609375
1.6388757228851318,2092.62744140625
1.6661577224731445,2026.3310546875
1.6113793849945068,1980.2691650390625
1.6086524724960327,1971.0078125
1.618900179862976,1938.2822265625
1.5646427869796753,1915.6302490234375
1.5803675651550293,1948.2681884765625
1.5997635126113892,1924.189208984375
1.5776234865188599,1930.7080078125
1.573115587234497,1913.5888671875
1.6348903179168701,1915.6873779296875
1.6182982921600342,1935.7886962890625
1.5986428260803223,1951.3021240234375
1.6087844371795654,1956.8948974609375
1.6260931491851807,1949.29736328125
1.683562994003296,1926.788330078125
1.6897839307785034,1911.8519287109375
1.659447193145752,1906.870361328125
1.6298367977142334,1921.7828369140625
1.6711957454681396,1972.302001953125
1.6891824007034302,1938.11962890625
1.6827226877212524,1941.08935546875
1.6920716762542725,1913.548583984375
1.6262425184249878,1876.082275390625
1.6223686933517456,1877.7083740234375
1.6131160259246826,1870.106201171875
1.616429090499878,1843.1427001953125
1.6303237676620483,1813.6065673828125
1.607326626777649,1813.283935546875
1.6366336345672607,1782.52587890625
1.6454068422317505,1778.91064453125
1.6308722496032715,1763.3284912109375
1.639819622039795,1739.5509033203125
1.6421525478363037,1746.9237060546875
1.6129648685455322,1747.6806640625
1.610752820968628,1773.95068359375
1.65120530128479,1786.97412109375
1.6249282360076904,1800.5966796875
1.6192363500595093,1777.85986328125
1.5831632614135742,1732.6585693359375
1.5754226446151733,1724.5216064453125
1.6157312393188477,1751.0330810546875
1.6101051568984985,1721.348876953125
1.5855787992477417,1723.651123046875
1.588958740234375,1684.329345703125
1.5899887084960938,1655.95703125
1.5858349800109863,1642.262939453125
1.5640219449996948,1626.72412109375
1.5979574918746948,1615.2952880859375
1.5376118421554565,1569.651611328125
1.575888752937317,1544.2066650390625
1.5780973434448242,1519.857666015625
1.5600649118423462,1500.285888671875
1.6158511638641357,1493.2205810546875
1.5614426136016846,1486.96142578125
1.5695381164550781,1490.4063720703125
1.5554567575454712,1483.119873046875
1.5686990022659302,1460.4931640625
1.5677156448364258,1432.0687255859375
1.5634254217147827,1442.25
1.57529878616333,1419.3931884765625
1.5530861616134644,1419.6546630859375
1.5715488195419312,1443.7872314453125
1.6019260883331299,1470.9197998046875
1.5713589191436768,1449.3551025390625
1.5754048824310303,1443.8037109375
1.5702087879180908,1412.9769287109375
1.5685046911239624,1369.50830078125
1.5651123523712158,1372.32275390625
1.6064437627792358,1347.380126953125
1.5957947969436646,1334.1944580078125
1.5677225589752197,1341.90966796875
1.5644992589950562,1357.7578125
1.552701711654663,1328.16259765625
1.5919268131256104,1317.28662109375
1.5593984127044678,1341.58740234375
1.5543997287750244,1346.7401123046875
1.573487401008606,1340.5693359375
1.5726220607757568,1347.2911376953125
1.5551773309707642,1342.325439453125
1.5410208702087402,1318.5262451171875
1.5918899774551392,1330.5714111328125
1.5858042240142822,1336.386474609375
1.562375545501709,1331.9400634765625
1.534123420715332,1322.8089599609375
1.568396806716919,1328.1739501953125
1.5821962356567383,1319.45068359375
1.575862169265747,1314.745849609375
1.608217716217041,1310.6302490234375
1.5932786464691162,1324.6470947265625
1.5509872436523438,1308.932861328125
1.576440453529358,1305.9132080078125
1.5858286619186401,1302.18310546875
1.5069224834442139,1329.0091552734375
1.553594708442688,1331.58154296875
1.5911226272583008,1318.0755615234375
1.543323040008545,1333.79931640625
1.5655622482299805,1318.77099609375
1.5160317420959473,1286.09130859375
1.5475964546203613,1272.859130859375
1.527661919593811,1289.237060546875
1.5020304918289185,1261.007568359375
1.4971774816513062,1274.7591552734375
1.4326642751693726,1263.942626953125
1.4380214214324951,1243.6064453125
1.472989559173584,1253.6689453125
1.4997382164001465,1279.11962890625
1.4794340133666992,1250.0799560546875
1.46142578125,1263.6348876953125
1.4792261123657227,1279.9169921875
1.4814304113388062,1238.6806640625
1.4990975856781006,1222.0416259765625
1.461408019065857,1233.4580078125
1.4925801753997803,1216.010009765625
1.502722144126892,1221.2412109375
1.538658857345581,1218.7947998046875
1.5232350826263428,1235.7799072265625
1.536107063293457,1185.0167236328125
1.5467671155929565,1187.6600341796875
1.5679486989974976,1173.5908203125
1.5738458633422852,1143.5440673828125
1.5603399276733398,1141.1390380859375
1.4857560396194458,1157.2706298828125
1.4865012168884277,1158.2354736328125
1.4809644222259521,1160.556396484375
1.4804598093032837,1157.749755859375
1.4855849742889404,1182.2183837890625
1.513861060142517,1175.479248046875
1.509765625,1189.1287841796875
1.5347708463668823,1157.3819580078125
1.5121980905532837,1167.7052001953125
1.485408067703247,1159.980224609375
1.4658221006393433,1160.3802490234375
1.5182255506515503,1142.4674072265625
1.5534402132034302,1156.6759033203125
1.5680238008499146,1161.328369140625
1.5416748523712158,1168.9403076171875
1.5031551122665405,1166.59619140625
1.5236351490020752,1160.44677734375
1.5254563093185425,1130.750244140625
1.485009789466858,1135.35986328125
1.4955791234970093,1111.392822265625
1.4879271984100342,1093.3946533203125
1.541914701461792,1074.2315673828125
1.5459063053131104,1063.600830078125
1.5029845237731934,1067.511474609375
1.5085965394973755,1096.6690673828125
1.5138053894042969,1088.4141845703125
1.562957763671875,1067.4813232421875
1.5718806982040405,1090.299072265625
1.538994312286377,1099.2325439453125
1.5425283908843994,1078.072998046875
1.4969595670700073,1067.622802734375
1.4849750995635986,1056.8076171875
1.489116907119751,1082.9879150390625
1.5403363704681396,1088.9866943359375
1.5434880256652832,1071.2540283203125
1.4998342990875244,1059.002197265625
1.4982035160064697,1049.6163330078125
1.512947916984558,1041.8240966796875
1.556617021560669,1046.4698486328125
1.4968562126159668,1064.9940185546875
1.4653757810592651,1074.524169921875
1.4743468761444092,1075.33154296875
1.4826903343200684,1081.4534912109375
1.487952470779419,1057.4586181640625
1.4957407712936401,1058.79736328125
1.481806993484497,1058.12060546875
1.513497233390808,1044.63916015625
1.500126600265503,1049.2021484375
1.4481135606765747,1030.0439453125
1.4364205598831177,1011.7128295898438
1.44046151638031,1002.7651977539062
1.4746177196502686,981.630859375
1.496167540550232,967.930908203125
1.549533486366272,975.7418212890625
1.4724326133728027,974.4974975585938
1.458979606628418,987.2188720703125
1.4593782424926758,993.6909790039062
1.4874781370162964,986.7811889648438
1.5117392539978027,979.2020874023438
1.5484442710876465,954.4199829101562
1.52214777469635,924.7818603515625
1.5055975914001465,908.6749877929688
1.5274332761764526,903.8703002929688
1.4734702110290527,874.885986328125
1.4880789518356323,870.5965576171875
1.4967272281646729,857.0371704101562
1.4846222400665283,861.1288452148438
1.4686198234558105,849.433349609375
1.440887451171875,850.1621704101562
1.46779465675354,854.4066772460938
1.462174415588379,843.2093505859375
1.4814738035202026,845.0089111328125
1.4972773790359497,841.8908081054688
1.5084586143493652,831.9209594726562
1.5167783498764038,825.6092529296875
1.517486572265625,819.8333740234375
1.506442904472351,804.8876342773438
1.4961069822311401,799.4407348632812
1.4555329084396362,792.575439453125
1.458239197731018,785.4701538085938
1.4600768089294434,774.427490234375
1.4966849088668823,765.795654296875
1.487218976020813,774.9994506835938
1.513867974281311,764.54541015625
1.4800324440002441,764.0716552734375
1.4970214366912842,761.8876342773438
1.5210134983062744,764.6514282226562
1.4929019212722778,770.16162109375
1.4838703870773315,764.1254272460938
1.4726389646530151,759.3915405273438
1.5041388273239136,763.6913452148438
1.5523033142089844,760.6685791015625
1.5175938606262207,764.7940063476562
1.4809565544128418,763.074951171875
1.5032280683517456,767.7725219726562
1.5284136533737183,760.3749389648438
1.4875409603118896,777.795654296875
1.4530705213546753,782.3641967773438
1.467383861541748,789.9479370117188
1.4455660581588745,782.8035888671875
1.513180136680603,794.0540161132812
1.4956402778625488,790.8993530273438
1.4810272455215454,789.0997314453125
1.5054560899734497,793.3555297851562
1.4983760118484497,780.6978759765625
1.4482218027114868,774.1045532226562
1.4642795324325562,766.6985473632812
1.4780856370925903,772.221923828125
1.4547539949417114,766.0430908203125
1.4540367126464844,760.805419921875
1.4975188970565796,763.1661987304688
1.4922393560409546,756.992431640625
1.5221366882324219,751.606201171875
1.5219855308532715,752.4661865234375
1.5061731338500977,748.1736450195312
1.4953044652938843,753.0062866210938
1.573248267173767,742.4285888671875
1.5896644592285156,735.1997680664062
1.5479999780654907,721.8984375
1.552244782447815,725.492919921875
1.5387661457061768,724.4734497070312
1.5748035907745361,730.402587890625
1.569799780845642,733.1807250976562
1.5409235954284668,727.9217529296875
1.533545732498169,732.2537841796875
1.5325864553451538,734.8426513671875
1.5512644052505493,740.025634765625
1.520650029182434,753.1275634765625
1.5325332880020142,744.6651611328125
1.556200385093689,738.6099243164062
1.5314764976501465,724.0477905273438
1.5389596223831177,727.2615966796875
1.537967562675476,720.7142944335938
1.5395499467849731,717.5257568359375
1.5081207752227783,709.2122802734375
1.5226716995239258,712.7062377929688
1.5601283311843872,717.268310546875
1.5819894075393677,715.7843017578125
1.5829659700393677,710.0887451171875
1.5437647104263306,701.9830322265625
1.5466125011444092,704.9544677734375
1.539575457572937,698.051025390625
1.5771872997283936,707.9042358398438
1.5395574569702148,699.6865844726562
1.5696502923965454,689.2684936523438
1.6130918264389038,683.0783081054688
1.6276792287826538,678.793701171875
1.6247695684432983,678.4876098632812
1.576688289642334,679.1448974609375
1.55519700050354,664.7117919921875
1.5869739055633545,650.6781616210938
1.5751631259918213,642.9856567382812
1.5776526927947998,640.2987670898438
1.626186490058899,644.37890625
1.669085144996643,652.49560546875
1.6686549186706543,645.01611328125
1.6574262380599976,637.6063842773438
1.6644108295440674,627.578369140625
1.595946192741394,618.4698486328125
1.586991310119629,621.8162841796875
1.6024792194366455,615.51025390625
1.619192361831665,621.627685546875
1.629907488822937,625.5325927734375
1.6090352535247803,622.6160888671875
1.6434941291809082,624.7110595703125
1.6557785272598267,627.078857421875
1.6324660778045654,624.3729248046875
1.6454654932022095,623.38037109375
1.6273812055587769,619.0632934570312
1.6241663694381714,620.0397338867188
1.6342002153396606,620.1154174804688
1.652274250984192,621.1510009765625
1.6518491506576538,616.0333862304688
1.7070610523223877,604.679443359375
1.7605128288269043,603.8146362304688
1.7009137868881226,598.5635986328125
1.6507530212402344,595.6270141601562
1.648438811302185,598.0438842773438
1.6506719589233398,610.6248168945312
1.7048776149749756,603.87646484375
1.6613917350769043,605.1371459960938
1.6792793273925781,607.21728515625
1.6875699758529663,614.46630859375
1.6787097454071045,607.5785522460938
1.6705331802368164,600.1627197265625
1.6336151361465454,598.7189331054688
1.6965739727020264,595.0831298828125
1.679418683052063,594.8941040039062
1.6336039304733276,590.3569946289062
1.7077324390411377,584.7323608398438
1.749604344367981,583.9820556640625
1.815035343170166,582.8803100585938
1.7803947925567627,595.9378662109375
1.7715026140213013,592.6981201171875
1.821075439453125,594.7313232421875
1.7532453536987305,585.76953125
1.7655571699142456,594.1829223632812
1.8308758735656738,584.0929565429688
1.813934564590454,577.1166381835938
1.7567609548568726,576.1691284179688
1.794978141784668,564.114990234375
1.7905462980270386,568.4757690429688
1.7721294164657593,573.6145629882812
1.777709722518921,571.1471557617188
1.8342258930206299,567.30078125
1.8103787899017334,568.4769897460938
1.823821783065796,560.6061401367188
1.80971097946167,562.0479125976562
1.7436223030090332,559.9166259765625
1.7171822786331177,561.4602661132812
1.721408486366272,555.0333862304688
1.6859219074249268,559.919921875
1.7149993181228638,555.80859375
1.770570993423462,560.7295532226562
1.7200413942337036,563.1929931640625
1.7623993158340454,556.1161499023438
1.7461440563201904,560.5922241210938
1.7202311754226685,564.0838012695312
1.7480216026306152,556.75146484375
1.7422066926956177,555.0433959960938
1.6969889402389526,561.4266967773438
1.7660720348358154,568.109375
1.7844719886779785,568.8360595703125
1.7695766687393188,570.639892578125
1.770215630531311,573.326416015625
1.7525079250335693,568.5645141601562
1.6976152658462524,577.8894653320312
1.6642355918884277,579.7587280273438
1.6875834465026855,576.8168334960938
1.7117578983306885,583.2117309570312
1.764845371246338,577.5654907226562
1.765671968460083,578.8187866210938
1.778132438659668,577.676025390625
1.7428843975067139,575.6613159179688
1.728618860244751,577.1699829101562
1.75050687789917,566.89306640625
1.7831237316131592,572.4834594726562
1.7720692157745361,571.19384765625
1.7740007638931274,568.9940795898438
1.7292418479919434,566.7166137695312
1.743805170059204,558.582275390625
1.719880223274231,565.64501953125
1.7201217412948608,563.5498657226562
1.6989123821258545,556.58935546875
1.6917803287506104,559.3855590820312
1.691103458404541,562.9134521484375
1.6989216804504395,574.7084350585938
1.6903187036514282,569.1596069335938
1.6977134943008423,563.7572021484375
1.701586365699768,561.9666748046875
1.7374404668807983,552.165283203125
1.7104954719543457,550.7472534179688
1.6818715333938599,546.5169067382812
1.710750937461853,555.8800048828125
1.6895617246627808,567.4702758789062
1.6875938177108765,561.1867065429688
1.7072535753250122,552.90087890625
1.681196928024292,557.65283203125
1.6471129655838013,555.5301513671875
1.684212565422058,562.1817016601562
1.6861971616744995,570.7499389648438
1.7178701162338257,570.4581298828125
1.7483073472976685,570.1290283203125
1.795397162437439,576.8290405273438
1.7697577476501465,571.5123901367188
1.8064830303192139,575.4505615234375
1.8063416481018066,580.5095825195312
1.7856369018554688,569.723388671875
1.7578777074813843,569.7858276367188
1.8087410926818848,571.9034423828125
1.78109610080719,582.1798706054688
1.7730165719985962,577.8118286132812
1.8206727504730225,578.4067993164062
1.876746654510498,576.5684204101562
1.8731846809387207,570.3316650390625
1.8839784860610962,554.93017578125
1.8873672485351562,552.208984375
1.9183772802352905,549.3062133789062
1.8823773860931396,553.1069946289062
1.901018738746643,552.2577514648438
1.801110029220581,557.0153198242188
1.8170673847198486,547.3441772460938
